ss,Unnamed1,name,price,images,rating,product_description,number_of_reviews,name_clean,category_clean
218,220,"[CD-ROM] Bible Time Fun, Old & New Testament Adventures for Kids from Ages 4-12 from Bridgestone",,"['https://m.media-amazon.com/images/I/A1HsAC8XhTL._AC_SX679_.jpg', 'https://m.media-amazon.com/images/I/A1HsAC8XhTL._AC_SX342_.jpg', 'https://m.media-amazon.com/images/I/A1HsAC8XhTL._AC_SX466_.jpg', 'https://m.media-amazon.com/images/I/A1HsAC8XhTL._AC_SX425_.jpg', 'https://m.media-amazon.com/images/I/A1HsAC8XhTL._AC_SX522_.jpg', 'https://m.media-amazon.com/images/I/A1HsAC8XhTL._AC_SX569_.jpg', 'https://m.media-amazon.com/images/I/A1HsAC8XhTL._AC_SX385_.jpg']",,Software › Children's,,"['testament', 'time', 'adventur', 'new', 'age', 'fun', 'bridgeston', 'kid', 'bibl', 'cdrom', 'old']","['softwar', 'children']"
219,229,Acronis True Image Backup & Recovery 2014,,"['https://m.media-amazon.com/images/I/71j0ef+hltL._AC_SX425_.jpg', 'https://m.media-amazon.com/images/I/71j0ef+hltL._AC_SX522_.jpg', 'https://m.media-amazon.com/images/I/71j0ef+hltL._AC_SX569_.jpg', 'https://m.media-amazon.com/images/I/71j0ef+hltL._AC_SX385_.jpg', 'https://m.media-amazon.com/images/I/71j0ef+hltL._AC_SX466_.jpg', 'https://m.media-amazon.com/images/I/71j0ef+hltL._AC_SX679_.jpg', 'https://m.media-amazon.com/images/I/71j0ef+hltL._AC_SX342_.jpg']",3.6 out of 5,Software › Utilities › Backup,206 global ratings,"['recoveri', 'acroni', 'backup', 'true', 'imag']","['softwar', 'backup', 'util']"
220,241,Encyclopedia Britannica 2003 Deluxe Edition,,"['https://m.media-amazon.com/images/I/51R5KEJ8M0L._AC_.jpg', 'https://m.media-amazon.com/images/I/51R5KEJ8M0L._AC_SY445_.jpg']",3 out of 5,Software › Education & Reference › Dictionaries,10 global ratings,"['britannica', 'encyclopedia', 'edit', 'delux']","['refer', 'educ', 'softwar', 'dictionari']"
221,244,Weird Park: Broken Tune - Collector's Edition,,"['https://m.media-amazon.com/images/I/91wQrXulO-L._AC_SX385_.jpg', 'https://m.media-amazon.com/images/I/91wQrXulO-L._AC_SX522_.jpg', 'https://m.media-amazon.com/images/I/91wQrXulO-L._AC_SX569_.jpg', 'https://m.media-amazon.com/images/I/91wQrXulO-L._AC_SX425_.jpg', 'https://m.media-amazon.com/images/I/91wQrXulO-L._AC_SX466_.jpg', 'https://m.media-amazon.com/images/I/91wQrXulO-L._AC_SX342_.jpg', 'https://m.media-amazon.com/images/I/91wQrXulO-L._AC_SX679_.jpg']",3.3 out of 5,Software › Children's,27 global ratings,"['edit', 'collector', 'weird', 'park', 'broken', 'tune']","['softwar', 'children']"
222,252,"KASPERSKY LAB INTERNET SECURITY FOR PCs, MAcs, and Tablets and Smartphones",,"['https://m.media-amazon.com/images/I/51xEFFHVqfL._AC_SX385_.jpg', 'https://m.media-amazon.com/images/I/51xEFFHVqfL._AC_SX425_.jpg', 'https://m.media-amazon.com/images/I/51xEFFHVqfL._AC_.jpg', 'https://m.media-amazon.com/images/I/51xEFFHVqfL._AC_SX466_.jpg', 'https://m.media-amazon.com/images/I/51xEFFHVqfL._AC_SX342_.jpg']",3.3 out of 5,Software › Antivirus & Security › Internet Security Suites,6 global ratings,"['smartphon', 'mac', 'lab', 'tablet', 'secur', 'internet', 'pc', 'kasperski']","['suit', 'antiviru', 'secur', 'internet', 'softwar']"
223,257,"Abstracts Backgrounds-Vector Art Images-Grunge Floral Background, Deco Flower Graphic Design CD-ROM",,"['https://m.media-amazon.com/images/I/51e8Adh7ziL._AC_SX342_.jpg', 'https://m.media-amazon.com/images/I/51e8Adh7ziL._AC_SX425_.jpg', 'https://m.media-amazon.com/images/I/51e8Adh7ziL._AC_SX466_.jpg', 'https://m.media-amazon.com/images/I/51e8Adh7ziL._AC_SX385_.jpg', 'https://m.media-amazon.com/images/I/51e8Adh7ziL._AC_.jpg']",4.1 out of 5,Software › Lifestyle & Hobbies › Home Publishing › Clip Art,5 global ratings,"['abstract', 'flower', 'backgroundsvector', 'graphic', 'design', 'art', 'deco', 'imagesgrung', 'background', 'cdrom', 'floral']","['publish', 'lifestyl', 'clip', 'art', 'home', 'hobbi', 'softwar']"
224,279,"Wig Shop Business Plan, Marketing Plan, How to Guide, and Funding Directory",,"['https://m.media-amazon.com/images/I/41-90UoYtsL._AC_.jpg', 'https://m.media-amazon.com/images/I/41-90UoYtsL._AC_SX425_.jpg', 'https://m.media-amazon.com/images/I/41-90UoYtsL._AC_SX385_.jpg', 'https://m.media-amazon.com/images/I/41-90UoYtsL._AC_SX342_.jpg', 'https://m.media-amazon.com/images/I/41-90UoYtsL._AC_SX466_.jpg']",,Software › Business & Office › Business & Marketing Plans › Business Planning,,"['directori', 'market', 'wig', 'shop', 'fund', 'plan', 'busi', 'guid']","['market', 'offic', 'plan', 'busi', 'softwar']"
225,284,Britannica Online 70810 Encyclopedia Britannica in.09 Deluxe,,"['https://m.media-amazon.com/images/I/71R2OwCJHWL._AC_SX342_.jpg', 'https://m.media-amazon.com/images/I/71R2OwCJHWL._AC_SX679_.jpg', 'https://m.media-amazon.com/images/I/71R2OwCJHWL._AC_SX466_.jpg', 'https://m.media-amazon.com/images/I/71R2OwCJHWL._AC_SX569_.jpg', 'https://m.media-amazon.com/images/I/71R2OwCJHWL._AC_SX425_.jpg', 'https://m.media-amazon.com/images/I/71R2OwCJHWL._AC_SX522_.jpg', 'https://m.media-amazon.com/images/I/71R2OwCJHWL._AC_SX385_.jpg']",5 out of 5,Software › Education & Reference › Dictionaries,2 global ratings,"['britannica', 'encyclopedia', 'delux', 'onlin']","['refer', 'educ', 'softwar', 'dictionari']"
226,291,ArcSoft Photo Impression Version 4,,"['https://m.media-amazon.com/images/I/61PCDXQWcCL._AC_SX569_.jpg', 'https://m.media-amazon.com/images/I/61PCDXQWcCL._AC_SX385_.jpg', 'https://m.media-amazon.com/images/I/61PCDXQWcCL._AC_SX425_.jpg', 'https://m.media-amazon.com/images/I/61PCDXQWcCL._AC_SX522_.jpg', 'https://m.media-amazon.com/images/I/61PCDXQWcCL._AC_SX342_.jpg', 'https://m.media-amazon.com/images/I/61PCDXQWcCL._AC_SX679_.jpg', 'https://m.media-amazon.com/images/I/61PCDXQWcCL._AC_SX466_.jpg']",3.7 out of 5,Software › Photography & Graphic Design › Photography,15 global ratings,"['impress', 'version', 'arcsoft', 'photo']","['softwar', 'design', 'graphic', 'photographi']"
227,313,Microsoft Digital Image Pro 10.0 [Old Version],,"['https://m.media-amazon.com/images/I/5132WJKKG9L._AC_SX342_.jpg', 'https://m.media-amazon.com/images/I/5132WJKKG9L._AC_.jpg', 'https://m.media-amazon.com/images/I/5132WJKKG9L._AC_SX385_.jpg']",3.2 out of 5,Software › Photography & Graphic Design › Photography,24 global ratings,"['version', 'microsoft', 'pro', 'imag', 'digit', 'old']","['softwar', 'design', 'graphic', 'photographi']"
228,317,DriveScrubber 3-User [Download],,"['https://m.media-amazon.com/images/I/51CpbmUc2FL._AC_SY445_.jpg', 'https://m.media-amazon.com/images/I/51CpbmUc2FL._AC_.jpg']",2.1 out of 5,Software › Utilities › PC Maintenance,17 global ratings,"['download', 'drivescrubb']","['mainten', 'softwar', 'pc', 'util']"
229,319,Hoyle Casino and Card Games,,"['https://m.media-amazon.com/images/I/51P7VPFE01L._AC_.jpg', 'https://m.media-amazon.com/images/I/51P7VPFE01L._AC_SY445_.jpg']",2.3 out of 5,Video Games › PC › Games,6 global ratings,"['casino', 'card', 'hoyl', 'game']","['video', 'game', 'pc']"
230,321,"MindTap Math for Larson's Calculus: An Applied Approach, 10th Edition",,"['https://m.media-amazon.com/images/I/61ty0Bd-uDL._AC_SX425_.jpg', 'https://m.media-amazon.com/images/I/61ty0Bd-uDL._AC_SX522_.jpg', 'https://m.media-amazon.com/images/I/61ty0Bd-uDL._AC_SX569_.jpg', 'https://m.media-amazon.com/images/I/61ty0Bd-uDL._AC_SX385_.jpg', 'https://m.media-amazon.com/images/I/61ty0Bd-uDL._AC_SX342_.jpg', 'https://m.media-amazon.com/images/I/61ty0Bd-uDL._AC_SX679_.jpg', 'https://m.media-amazon.com/images/I/61ty0Bd-uDL._AC_SX466_.jpg']",,Software › Education & Reference,,"['approach', 'math', 'edit', 'larson', 'calculu', 'mindtap', 'appli']","['refer', 'educ', 'softwar']"
231,335,Hallmark Card Studio® 2018 Deluxe [Download],,"['https://m.media-amazon.com/images/I/B1prlAA77nS._AC_SY606_.jpg', 'https://m.media-amazon.com/images/I/B1prlAA77nS._AC_SY679_.jpg', 'https://m.media-amazon.com/images/I/B1prlAA77nS._AC_SY550_.jpg', 'https://m.media-amazon.com/images/I/B1prlAA77nS._AC_SY445_.jpg', 'https://m.media-amazon.com/images/I/B1prlAA77nS._AC_SY500_.jpg', 'https://m.media-amazon.com/images/I/B1prlAA77nS._AC_SY879_.jpg', 'https://m.media-amazon.com/images/I/B1prlAA77nS._AC_SY741_.jpg']",4.7 out of 5,Software › Lifestyle & Hobbies › Home Publishing,3 global ratings,"['delux', 'hallmark', 'card', 'download']","['publish', 'lifestyl', 'home', 'hobbi', 'softwar']"
232,337,Arctic Cat 250 300 375 400 500 ATV Service Repair Maintenance Manual 2002 [CD-ROM],,"['https://m.media-amazon.com/images/I/51vqpwvm9CL._AC_.jpg', 'https://m.media-amazon.com/images/I/51vqpwvm9CL._AC_SX425_.jpg', 'https://m.media-amazon.com/images/I/51vqpwvm9CL._AC_SX385_.jpg', 'https://m.media-amazon.com/images/I/51vqpwvm9CL._AC_SX342_.jpg', 'https://m.media-amazon.com/images/I/51vqpwvm9CL._AC_SX466_.jpg']",5 out of 5,nan,4 global ratings,"['manual', 'repair', 'mainten', 'cat', 'arctic', 'atv', 'servic', 'cdrom']",['nan']
233,376,"Cambro Camrack Ext 36 E1 Fdrop"", Gray (36E1151-CS) Category: Warewashing Racks",$127.25,"['https://m.media-amazon.com/images/I/417xqJAL6QL._AC_SY355_.jpg', 'https://m.media-amazon.com/images/I/417xqJAL6QL._AC_.jpg', 'https://m.media-amazon.com/images/I/417xqJAL6QL._AC_SX466_.jpg', 'https://m.media-amazon.com/images/I/417xqJAL6QL._AC_SX425_.jpg', 'https://m.media-amazon.com/images/I/417xqJAL6QL._AC_SY450_.jpg']",,Appliances › Parts & Accessories › Dishwasher Parts & Accessories,,"['ext', 'gray', 'rack', 'categori', 'camrack', 'cambro', 'warewash', 'fdrop']","['applianc', 'dishwash', 'accessori', 'part']"
234,397,[Updated Version] 7 Fins Blender Blade Compatible with Ninja Blender Blade Replacement for Ninja Auto iQ BL682-30 BL642-30 BL450-30 BL482-30 BL687CO-30 ect. BL450-30 BL642-30 BL482-30 BL682-30 ect.,$16.99,"['https://m.media-amazon.com/images/I/61gPUclU1VL._AC_SX425_.jpg', 'https://m.media-amazon.com/images/I/61gPUclU1VL._AC_SX522_.jpg', 'https://m.media-amazon.com/images/I/61gPUclU1VL._AC_SX569_.jpg', 'https://m.media-amazon.com/images/I/61gPUclU1VL._AC_SY355_.jpg', 'https://m.media-amazon.com/images/I/61gPUclU1VL._AC_SY450_.jpg', 'https://m.media-amazon.com/images/I/61gPUclU1VL._AC_SX466_.jpg', 'https://m.media-amazon.com/images/I/61gPUclU1VL._AC_SX679_.jpg']",4.3 out of 5,Home & Kitchen › Kitchen & Dining › Small Appliance Parts & Accessories › Blender Replacement Parts,"1,579 global ratings","['fin', 'compat', 'blender', 'auto', 'ninja', 'iq', 'replac', 'ect', 'blade', 'updat', 'version']","['applianc', 'blender', 'replac', 'kitchen', 'part', 'home', 'dine', 'accessori', 'small']"
235,414,"Simple Deluxe 12 Inch 3-Speed High Velocity Metal Industrial Floor Fans Quiet for Home, Commercial, Residential, and Greenhouse Use, Outdoor/Indoor, Black",$38.99,"['https://m.media-amazon.com/images/I/81uHMUSiGFL._AC_SX466_.jpg', 'https://m.media-amazon.com/images/I/81uHMUSiGFL._AC_SX522_.jpg', 'https://m.media-amazon.com/images/I/81uHMUSiGFL._AC_SX679_.jpg', 'https://m.media-amazon.com/images/I/81uHMUSiGFL._AC_SY450_.jpg', 'https://m.media-amazon.com/images/I/81uHMUSiGFL._AC_SX425_.jpg', 'https://m.media-amazon.com/images/I/81uHMUSiGFL._AC_SY355_.jpg', 'https://m.media-amazon.com/images/I/81uHMUSiGFL._AC_SX569_.jpg']",4.6 out of 5,"Home & Kitchen › Heating, Cooling & Air Quality › Household Fans › Floor Fans","4,907 global ratings","['fan', 'inch', 'black', 'greenhous', 'floor', 'delux', 'high', 'residenti', 'simpl', 'outdoorindoor', 'metal', 'home', 'use', 'commerci', 'veloc', 'industri', 'quiet']","['qualiti', 'fan', 'floor', 'household', 'kitchen', 'heat', 'home', 'cool', 'air']"
236,432,The MESH: Reusable Metal Filter for AeroPress Coffee Maker. Also Fits AeroPress Go coffee press. No More Paper Filters,$10.79,"['https://m.media-amazon.com/images/I/41tofnAdMvL._AC_SY450_.jpg', 'https://m.media-amazon.com/images/I/41tofnAdMvL._AC_.jpg', 'https://m.media-amazon.com/images/I/41tofnAdMvL._AC_SY355_.jpg', 'https://m.media-amazon.com/images/I/41tofnAdMvL._AC_SX425_.jpg', 'https://m.media-amazon.com/images/I/41tofnAdMvL._AC_SX466_.jpg']",4.4 out of 5,Small Appliance Parts & Accessories › Coffee & Espresso Machine Parts & Accessories › Coffee Machine Accessories › Coffee Filters › Reusable Filters,"3,874 global ratings","['reusabl', 'mesh', 'aeropress', 'go', 'maker', 'metal', 'press', 'coffe', 'also', 'fit', 'paper', 'filter']","['applianc', 'reusabl', 'small', 'espresso', 'machin', 'coffe', 'accessori', 'part', 'filter']"
237,442,"LEVOIT Ultrasonic Cool Mist Humidifiers, Adjustable 360° Rotation Nozzle, Auto Safety Shut Off, Lasts Up to 25 Hours, Filter Free, Optional LED Display Light, Ideal for Bedroom, 3L, White",$39.99,"['https://m.media-amazon.com/images/I/618p9fytDOL._AC_SX679_.jpg', 'https://m.media-amazon.com/images/I/618p9fytDOL._AC_SY450_.jpg', 'https://m.media-amazon.com/images/I/618p9fytDOL._AC_SY355_.jpg', 'https://m.media-amazon.com/images/I/618p9fytDOL._AC_SX522_.jpg', 'https://m.media-amazon.com/images/I/618p9fytDOL._AC_SX569_.jpg', 'https://m.media-amazon.com/images/I/618p9fytDOL._AC_SX466_.jpg', 'https://m.media-amazon.com/images/I/618p9fytDOL._AC_SX425_.jpg']",4.3 out of 5,"Home & Kitchen › Heating, Cooling & Air Quality › Humidifiers","9,470 global ratings","['option', 'display', 'white', 'nozzl', 'hour', 'safeti', 'rotat', 'levoit', 'auto', 'ideal', 'light', 'adjust', 'shut', 'ultrason', 'cool', 'last', 'free', 'humidifi', 'bedroom', 'led', 'filter', 'mist']","['qualiti', 'humidifi', 'kitchen', 'heat', 'home', 'cool', 'air']"
238,443,"Cold Brew Coffee Filter for Wide Mouth Mason Jar, Food Grade 304 Stainless Steel, Ultra Fine Mesh, Tea and Fruit infuser, Iced Coffee Maker, Iced Tea Maker, Cold Brew Coffee Maker",,"['https://m.media-amazon.com/images/I/91Ms48AfHXL._AC_SX466_.jpg', 'https://m.media-amazon.com/images/I/91Ms48AfHXL._AC_SY450_.jpg', 'https://m.media-amazon.com/images/I/91Ms48AfHXL._AC_SX679_.jpg', 'https://m.media-amazon.com/images/I/91Ms48AfHXL._AC_SY355_.jpg', 'https://m.media-amazon.com/images/I/91Ms48AfHXL._AC_SX425_.jpg', 'https://m.media-amazon.com/images/I/91Ms48AfHXL._AC_SX522_.jpg', 'https://m.media-amazon.com/images/I/91Ms48AfHXL._AC_SX569_.jpg']",4.7 out of 5,Small Appliance Parts & Accessories › Coffee & Espresso Machine Parts & Accessories › Coffee Machine Accessories › Coffee Filters › Reusable Filters,721 global ratings,"['steel', 'grade', 'fine', 'food', 'coffe', 'fruit', 'mesh', 'ultra', 'ice', 'filter', 'cold', 'infus', 'mason', 'wide', 'tea', 'maker', 'brew', 'jar', 'mouth', 'stainless']","['applianc', 'reusabl', 'small', 'espresso', 'machin', 'coffe', 'accessori', 'part', 'filter']"
239,461,"Arm & Hammer 67978GQ Hoover Type Y&Z Premium Allergen Vacuum Bag, White",$7.09,"['https://m.media-amazon.com/images/I/811cY7dTr+L._AC_SY355_.jpg', 'https://m.media-amazon.com/images/I/811cY7dTr+L._AC_SY879_.jpg', 'https://m.media-amazon.com/images/I/811cY7dTr+L._AC_SY741_.jpg', 'https://m.media-amazon.com/images/I/811cY7dTr+L._AC_SY450_.jpg', 'https://m.media-amazon.com/images/I/811cY7dTr+L._AC_SY550_.jpg', 'https://m.media-amazon.com/images/I/811cY7dTr+L._AC_SY679_.jpg', 'https://m.media-amazon.com/images/I/811cY7dTr+L._AC_SY606_.jpg']",4.7 out of 5,Home & Kitchen › Vacuums & Floor Care › Vacuum Parts & Accessories › Bags › Upright Bags,"2,370 global ratings","['hammer', 'vacuum', 'bag', 'z', 'white', 'premium', 'hoover', 'type', 'allergen', 'arm']","['vacuum', 'care', 'bag', 'floor', 'kitchen', 'home', 'accessori', 'part', 'upright']"
240,473,"LOVECO Replacement Parts Compatible for iRobot Roomba E I & J Series E5 E6 i7 i7+ i6 i6+ i3 i3+ i4 i4+ i8 i8 Plus j7 j7+,1 Set Multi-Surface Rubber Brush,8 High-Efficiency Filter,8 Edge-Sweeping Brush",$21.48,"['https://m.media-amazon.com/images/I/71-xNMDdWaL._AC_SY450_.jpg', 'https://m.media-amazon.com/images/I/71-xNMDdWaL._AC_SX679_.jpg', 'https://m.media-amazon.com/images/I/71-xNMDdWaL._AC_SX522_.jpg', 'https://m.media-amazon.com/images/I/71-xNMDdWaL._AC_SX425_.jpg', 'https://m.media-amazon.com/images/I/71-xNMDdWaL._AC_SX466_.jpg', 'https://m.media-amazon.com/images/I/71-xNMDdWaL._AC_SY355_.jpg', 'https://m.media-amazon.com/images/I/71-xNMDdWaL._AC_SX569_.jpg']",4.7 out of 5,Home & Kitchen › Vacuums & Floor Care › Vacuum Parts & Accessories › Attachments & Brushes › Brushes,"2,198 global ratings","['higheffici', 'compat', 'irobot', 'e', 'seri', 'multisurfac', 'edgesweep', 'roomba', 'brush', 'replac', 'j', 'loveco', 'part', 'plu', 'set', 'rubber']","['vacuum', 'care', 'floor', 'brush', 'kitchen', 'home', 'accessori', 'part', 'attach']"
241,476,"TIGER JBV-A10U 5.5-Cup (Uncooked) Micom Rice Cooker with Food Steamer Basket, White",$76.84,"['https://m.media-amazon.com/images/I/81y-Tdlj40L._AC_SX679_.jpg', 'https://m.media-amazon.com/images/I/81y-Tdlj40L._AC_SX522_.jpg', 'https://m.media-amazon.com/images/I/81y-Tdlj40L._AC_SX425_.jpg', 'https://m.media-amazon.com/images/I/81y-Tdlj40L._AC_SX466_.jpg', 'https://m.media-amazon.com/images/I/81y-Tdlj40L._AC_SX569_.jpg', 'https://m.media-amazon.com/images/I/81y-Tdlj40L._AC_SY355_.jpg', 'https://m.media-amazon.com/images/I/81y-Tdlj40L._AC_SY450_.jpg']",4.6 out of 5,Home & Kitchen › Kitchen & Dining › Small Appliances › Rice Cookers,"4,478 global ratings","['steamer', 'white', 'food', 'basket', 'tiger', 'rice', 'cooker', 'micom', 'uncook']","['applianc', 'kitchen', 'rice', 'home', 'dine', 'cooker', 'small']"
242,485,"60 Pcs Electric Stove Burner Covers, Disposable Aluminum Foil Drip Pan Liners, 6 inch and 8 inch Round Burner Liners Bibs to Keep Stove Top Clean from Oil and Food (30 Pcs 6’’, 30 Pcs 8’’)",$11.99,"['https://m.media-amazon.com/images/I/91ADZ0D5-tS._AC_SX679_.jpg', 'https://m.media-amazon.com/images/I/91ADZ0D5-tS._AC_SX466_.jpg', 'https://m.media-amazon.com/images/I/91ADZ0D5-tS._AC_SX425_.jpg', 'https://m.media-amazon.com/images/I/91ADZ0D5-tS._AC_SY355_.jpg', 'https://m.media-amazon.com/images/I/91ADZ0D5-tS._AC_SX522_.jpg', 'https://m.media-amazon.com/images/I/91ADZ0D5-tS._AC_SX569_.jpg', 'https://m.media-amazon.com/images/I/91ADZ0D5-tS._AC_SY450_.jpg']",4.3 out of 5,Appliances › Parts & Accessories › Range Parts & Accessories › Accessories,811 global ratings,"['food', 'electr', 'cover', 'bib', 'clean', 'top', 'aluminum', 'foil', 'stove', 'dispos', 'oil', 'keep', 'pan', 'liner', 'drip', 'inch', 'burner', 'round', 'pc']","['applianc', 'rang', 'accessori', 'part']"
243,493,"VAVSEA Small Electric Dehumidifier, 1200 Cubic Feet (215 sq ft) Portable Mini Dehumidifier Quiet Use for High Humidity in Home, Bathroom, Bedroom, Kitchen, Basements, Wardrobe Closet, Office, RV…",$29.96,"['https://m.media-amazon.com/images/I/611WhucdPBS._AC_SY450_.jpg', 'https://m.media-amazon.com/images/I/611WhucdPBS._AC_SX679_.jpg', 'https://m.media-amazon.com/images/I/611WhucdPBS._AC_SX466_.jpg', 'https://m.media-amazon.com/images/I/611WhucdPBS._AC_SX425_.jpg', 'https://m.media-amazon.com/images/I/611WhucdPBS._AC_SX522_.jpg', 'https://m.media-amazon.com/images/I/611WhucdPBS._AC_SX569_.jpg', 'https://m.media-amazon.com/images/I/611WhucdPBS._AC_SY355_.jpg']",4 out of 5,"Home & Kitchen › Heating, Cooling & Air Quality › Dehumidifiers","1,945 global ratings","['sq', 'high', 'electr', 'use', 'wardrob', 'ft', 'dehumidifi', 'kitchen', 'home', 'vavsea', 'feet', 'bathroom', 'cubic', 'closet', 'small', 'basement', 'portabl', 'mini', 'offic', 'bedroom', 'humid', 'quiet']","['qualiti', 'dehumidifi', 'kitchen', 'heat', 'home', 'cool', 'air']"
244,506,"AC Infinity Controller 67, Smart Bluetooth Fan Controller with Temperature, Humidity, Schedules, Grow Cycles, Dynamic Speed Programming for CLOUDLINE Airlift Fans Cooling and Ventilation",$49.99,"['https://m.media-amazon.com/images/I/61To9JLhQxL._AC_SX425_.jpg', 'https://m.media-amazon.com/images/I/61To9JLhQxL._AC_SX522_.jpg', 'https://m.media-amazon.com/images/I/61To9JLhQxL._AC_SX569_.jpg', 'https://m.media-amazon.com/images/I/61To9JLhQxL._AC_SY355_.jpg', 'https://m.media-amazon.com/images/I/61To9JLhQxL._AC_SY450_.jpg', 'https://m.media-amazon.com/images/I/61To9JLhQxL._AC_SX679_.jpg', 'https://m.media-amazon.com/images/I/61To9JLhQxL._AC_SX466_.jpg']",4.6 out of 5,Appliances › Parts & Accessories › Humidifier Parts & Accessories › Accessories,733 global ratings,"['cloudlin', 'fan', 'dynam', 'bluetooth', 'temperatur', 'schedul', 'ventil', 'speed', 'program', 'grow', 'ac', 'airlift', 'humid', 'cool', 'cycl', 'infin', 'control', 'smart']","['applianc', 'humidifi', 'accessori', 'part']"
245,524,ＷF3СΒ water Ｆilter 9 Inch Water Ｆilter Replacement Compatible for РurеSоurcе 3 French Door Water Ｆilter 2PACK,$39.99,"['https://m.media-amazon.com/images/I/41jsTl2UInL._AC_SY355_.jpg', 'https://m.media-amazon.com/images/I/41jsTl2UInL._AC_SX425_.jpg', 'https://m.media-amazon.com/images/I/41jsTl2UInL._AC_SX466_.jpg', 'https://m.media-amazon.com/images/I/41jsTl2UInL._AC_.jpg', 'https://m.media-amazon.com/images/I/41jsTl2UInL._AC_SY450_.jpg']",4.2 out of 5,Appliances › Parts & Accessories › Refrigerator Parts & Accessories › Water Filters,5 global ratings,"['compat', 'inch', 'water', 'рurеsоurcе', 'replac', 'french', 'ｆilter', 'door']","['applianc', 'water', 'refriger', 'accessori', 'part', 'filter']"
246,526,"FRIGIDAIRE EFIC101-BLACK Portable Compact Maker, 26 lb per Day, Ice Making Machine, Black",,"['https://m.media-amazon.com/images/I/71nwK6MEQrL._AC_SX425_.jpg', 'https://m.media-amazon.com/images/I/71nwK6MEQrL._AC_SX385_.jpg', 'https://m.media-amazon.com/images/I/71nwK6MEQrL._AC_SX569_.jpg', 'https://m.media-amazon.com/images/I/71nwK6MEQrL._AC_SX342_.jpg', 'https://m.media-amazon.com/images/I/71nwK6MEQrL._AC_SX466_.jpg', 'https://m.media-amazon.com/images/I/71nwK6MEQrL._AC_SX522_.jpg', 'https://m.media-amazon.com/images/I/71nwK6MEQrL._AC_SX679_.jpg']",4.5 out of 5,"Appliances › Refrigerators, Freezers & Ice Makers › Ice Makers","3,299 global ratings","['black', 'compact', 'make', 'portabl', 'day', 'maker', 'per', 'machin', 'ice', 'lb', 'frigidair']","['applianc', 'refriger', 'maker', 'ice', 'freezer']"
247,543,Reusable Coffee Filters 8-12 Cup Permanent Coffee Filters Basket Washable Compatible with Mr. Coffee Black & Decker Coffee Maker Filter Parts BPA-free,$13.99,"['https://m.media-amazon.com/images/I/81TsYKPdukL._AC_SX425_.jpg', 'https://m.media-amazon.com/images/I/81TsYKPdukL._AC_SX522_.jpg', 'https://m.media-amazon.com/images/I/81TsYKPdukL._AC_SX569_.jpg', 'https://m.media-amazon.com/images/I/81TsYKPdukL._AC_SX466_.jpg', 'https://m.media-amazon.com/images/I/81TsYKPdukL._AC_SY450_.jpg', 'https://m.media-amazon.com/images/I/81TsYKPdukL._AC_SX679_.jpg', 'https://m.media-amazon.com/images/I/81TsYKPdukL._AC_SY355_.jpg']",4.5 out of 5,Small Appliance Parts & Accessories › Coffee & Espresso Machine Parts & Accessories › Coffee Machine Accessories › Coffee Filters › Reusable Filters,"2,133 global ratings","['compat', 'black', 'reusabl', 'bpafre', 'perman', 'decker', 'basket', 'maker', 'part', 'cup', 'coffe', 'mr', 'filter', 'washabl']","['applianc', 'reusabl', 'small', 'espresso', 'machin', 'coffe', 'accessori', 'part', 'filter']"
248,557,"HCK44 Power Cord Kit, Compatible with Broan, Also Compatible with Whirlpool W10831110, HOODPT2R, by Endurance Pro",$12.91,"['https://m.media-amazon.com/images/I/51W1xFQA86S._AC_SX569_.jpg', 'https://m.media-amazon.com/images/I/51W1xFQA86S._AC_SX522_.jpg', 'https://m.media-amazon.com/images/I/51W1xFQA86S._AC_SX425_.jpg', 'https://m.media-amazon.com/images/I/51W1xFQA86S._AC_SX466_.jpg', 'https://m.media-amazon.com/images/I/51W1xFQA86S._AC_SY450_.jpg', 'https://m.media-amazon.com/images/I/51W1xFQA86S._AC_SX679_.jpg', 'https://m.media-amazon.com/images/I/51W1xFQA86S._AC_SY355_.jpg']",4.8 out of 5,"Appliances › Ranges, Ovens & Cooktops › Range Hoods",229 global ratings,"['cord', 'compat', 'endur', 'pro', 'whirlpool', 'also', 'kit', 'broan', 'power']","['applianc', 'rang', 'cooktop', 'oven', 'hood']"
